region_id,model_id,model_name,provider,input_price,output_price,batch_input_price,batch_output_price,cache_write_price,cache_read_price
eu-south-2,amazon.nova-lite-v1:0,Amazon Nova Lite,Amazon,6.6e-05,0.000264,,,,
eu-south-2,amazon.nova-pro-v1:0,Amazon Nova Pro,Amazon,0.00088,0.00352,,,,
eu-south-2,amazon.titan-embed-g1-text-02,Amazon  Titan Text Embeddings V2,Amazon,2.1e-05,1.05e-05,,,,
eu-south-2,anthropic.claude-sonnet-4-20250514-v1:0,Claude Sonnet 4,Anthropic,0.003,0.015,0.00375,0.0003,,
eu-south-2,anthropic.claude-3-5-sonnet-20241022-v2:0,Claude 3.5 Sonnet v2,Anthropic,0.003,0.015,0.0015,0.0075,,
ap-southeast-2,amazon.nova-micro-v1:0,Amazon Nova Micro,Amazon,3.7e-05,0.000148,,,,
ap-southeast-2,amazon.nova-lite-v1:0,Amazon Nova Lite,Amazon,6.3e-05,0.000252,,,,
ap-southeast-2,amazon.nova-pro-v1:0,Amazon Nova Pro,Amazon,0.00084,0.00336,,,,
ap-southeast-2,amazon_titan_text_lite,Amazon Titan Text Lite,Amazon,0.0002,0.00025,,,,
ap-southeast-2,amazon_titan_text_express,Amazon Titan Text Express,Amazon,0.00025,0.000788,,,,
ap-southeast-2,anthropic.claude-sonnet-4-20250514-v1:0,Claude Sonnet 4,Anthropic,0.003,0.015,0.00375,0.0003,,
ap-southeast-2,anthropic.claude-3-7-sonnet-20250219-v1:0,Claude 3.7 Sonnet,Anthropic,0.003,0.015,,,0.00375,0.0003
ap-southeast-2,anthropic.claude-3-5-sonnet-20240620-v1:0,Claude 3.5 Sonnet,Anthropic,0.003,0.015,0.0015,0.0075,,
ap-southeast-2,anthropic.claude-3-5-sonnet-20241022-v2:0,Claude 3.5 Sonnet v2,Anthropic,0.003,0.015,0.0015,0.0075,,
ap-southeast-2,anthropic.claude-3-haiku-20240307-v1:0,Claude 3 Haiku,Anthropic,0.00025,0.00125,0.000125,0.000625,,
ap-southeast-2,anthropic.claude-3-sonnet-20240229-v1:0,Claude 3 Sonnet,Anthropic,0.003,0.015,0.0015,0.0075,,
ap-southeast-2,embed_3_english,Embed 3 English,Unknown,0.0001,0.0001,,,,
ap-southeast-2,embed_3_multilingual,Embed 3 Multilingual,Unknown,0.0001,0.0001,,,,
ap-southeast-2,mistral.mistral-7b-instruct-v0:2,Mistral 7B,Mistral AI,0.0002,0.00026,,,,
ap-southeast-2,mixtral_8*7b,Mixtral 8*7B,Mistral AI,0.00059,0.00091,,,,
ap-southeast-2,mistral.mistral-large-2402-v1:0,Mistral Large (24.02),Mistral AI,0.0052,0.0156,,,,
